Time (s),(A) Motor Speed [RPM],(B) Motor Speed [RPM],(C) Motor Speed [RPM],(D) Motor Speed [RPM],(A) Roller Speed [kph],(B) Roller Speed [kph],(C) Roller Speed [kph],(D) Roller Speed [kph],(A) Ext Roller Spd [kph],(B) Ext Roller Spd [kph],(C) Ext Roller Spd [kph],(D) Ext Roller Spd [kph],PTO Motor Speed [RPM],(A) Force [kN],(B) Force [kN],(C) Force [kN],(D) Force [kN],PTO Torque [Nm],Gradient [%],(A) Brake ON [],(B) Brake ON [],(C) Brake ON [],(D) Brake ON [],Clamp Applied A [],Clamp Applied B [],Clamp Applied C [],Clamp Applied D [],AverageSpeed [kph],ForceTotal [kN],Dyno Enabled A [],Dyno Enabled B [],Dyno Enabled C [],Dyno Enabled D [],PTO Enabled [],AuxEnable [],Distance A [km],Distance B [km],Distance C [km],Distance D [km],Distance Avg [km],A_Drive_SW [],B_Drive_SW [],C_Drive_SW [],D_Drive_SW [],PTO_Drive_SW [],A Speed Demand [kph],B Speed Demand [kph],C Speed Demand [kph],D Speed Demand [kph],(A) Drive Demand [%],(B) Drive Demand [%],(C) Drive Demand [%],(D) Drive Demand [%],PTO Drive Demand [Nm],A Torq Motor Lim [%],A Torq Absorb Lim [%],B Torq Motor Lim [%],B Torq Absorb Lim [%],C Torq Motor Lim [%],C Torq Absorb Lim [%],D Torq Motor Lim [%],D Torq Absorb Lim [%],P Torq Motor Lim [%],P Torq Absorb Lim [%],A_Corr Force [kN],B_Corr Force [kN],C_Corr Force [kN],D_Corr Force [kN],A_Acceleration [m/s2],B_Acceleration [m/s2],C_Acceleration [m/s2],D_Acceleration [m/s2],Acceleration Avg [m/s2],FilterAvgAccel [m/s2],Total Vehicle Load [kN],Driver Commanded S [kph],Driver Command Lev [],Driver Next Level [],Roller_Sync_Engage [],Road_Load_Engaged [],Slope_Load_Engaged [],Draft_Load_Engaged [],VehicleInertia_Loa [],RollerInertia_Load [],ISU_CONTROL_Active [],ForceRampTime [s],DisplayTime [],DraftForce [kN],GradientDegree [deg],BallastEngaged [],ISUTotalDemandA [kN],ISUTotalDemandB [kN],ISUTotalDemandC [kN],ISUTotalDemandD [kN],VehicleBallast [kg],RampSafety [],CalculatedRampTime [secs],EngSpeed [RPM],EngDemandPercentTo [%],HydTemp [degC],EngFuelRate [L/h],MtrSpdFL_rpm [RPM],MtrSpdFR_rpm [RPM],MtrSpdRL_rpm [RPM],MtrSpdRR_rpm [RPM],PressA_bar10 [10Bar],PressB_bar10 [10Bar],vBatt_mV [mV],vSens_mV [mV],HMIDrv_pct2 [%],ASC_FL_SlipTqRed [%],ASC_FR_SlipTqRed [%],ASC_RL_SlipTqRed [%],ASC_RR_SlipTqRed [%],FLMtrFdbkCrnt_mA [mA],FRMtrFdbkCrnt_mA [mA],RLMtrFdbkCrnt_mA [mA],RRMtrFdbkCrnt_mA [mA],VehSpd_mmSec [mm/s],OpSpdRqst_mmSec [mm/s],PmpDisp_ccm [ccm],FLMtrDisp_ccm [ccm],FRMtrDisp_ccm [ccm],RLMtrDisp_ccm [ccm],RRMtrDisp_ccm [ccm],FwdPvFdbkCrnt_mA [mA],RvsPvFdbkCrnt_mA [mA],EngRequestedSpeed_ [],TotalCorrForce [kN],HBM A TCState [],HBM B TCState [],HBM C TCState [],HBM D TCState [],HBM P TCState [],COCA TCState [],VCU TCState [],Box A TCState [],Box B TCState [],Box C TCState [],Box D TCState [],Box P TCState [],Drv A TCState [],Drv B TCState [],Drv C TCState [],Drv D TCState [],Drv P TCState [],TC Comms Err [],A_PIDCONTROL_OUTPU [%],B_PIDCONTROL_OUTPU [%],C_PIDCONTROL_OUTPU [%],D_PIDCONTROL_OUTPU [%]
47.9,477.7,468.5,421.2,427,11.41,11.21,10.09,10.19,11.41,11.19,10.09,10.23,0,-2.198,-1.773,-1.841,-1.598,1,0,0,0,0,0,0,0,0,0,10.73,-7.41,1,1,1,1,0,0,0.0579,0.0584,0.0559,0.0572,0.0573,17975,17975,17975,17975,17008,0,0,0,0,-0.75,-0.5,-0.43,-0.26,0,30,30,30,30,30,30,30,30,0,0,-0.75,-0.49,-0.45,-0.26,0.0104,0.0711,-0.0059,-0.0932,-0.0044,-0.0106,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.744,-0.49,-0.436,-0.271,0,0,0,1746.5,0,-40,12.55,763,54,-45,45,-40,0,300,300,300,0,0,0,0,300,0,0,716,3123,3111,165,76,82,82,82,1406,29,0,-1.947,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,54,-45,45,-40
48.9,477.5,465.6,422.6,427,11.41,11.16,10.11,10.23,11.41,11.16,10.08,10.19,0,-2.23,-1.778,-1.838,-1.619,1,0,0,0,0,0,0,0,0,0,10.73,-7.47,1,1,1,1,0,0,0.0611,0.0615,0.0587,0.06,0.0603,17975,17975,17975,17975,17008,0,0,0,0,-0.72,-0.49,-0.45,-0.28,0,30,30,30,30,30,30,30,30,0,0,-0.78,-0.49,-0.44,-0.28,-0.0846,-0.0022,0.0781,-0.0006,-0.0023,0.0054,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.726,-0.494,-0.445,-0.276,0,0,0,1742.5,0,-40,12.65,765,50,-45,45,-41,0,300,300,300,0,0,0,0,300,0,0,707,3113,3111,165,71,83,83,83,1408,29,0,-1.966,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,50,-45,45,-41
49.9,477.1,465.1,425.9,430.6,11.41,11.13,10.23,10.3,11.41,11.13,10.17,10.26,0,-2.201,-1.771,-1.814,-1.624,1,0,0,0,0,0,0,0,0,0,10.77,-7.41,1,1,1,1,0,0,0.0643,0.0646,0.0615,0.0628,0.0633,17975,17975,17975,17975,17008,0,0,0,0,-0.72,-0.49,-0.45,-0.28,0,30,30,30,30,30,30,30,30,0,0,-0.75,-0.49,-0.42,-0.28,0.0035,-0.0581,0.1667,-0.0155,0.0242,0.0212,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.718,-0.502,-0.442,-0.28,0,0,0,1743.5,0,-40,12.8,759,51,-45,48,-41,0,300,300,300,0,0,0,0,300,0,0,709,3110,3111,165,71,83,84,84,1406,29,0,-1.9,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,51,-45,48,-41
50.9,472.4,461.6,424.9,429.6,11.35,11.04,10.14,10.32,11.32,11.05,10.17,10.29,0,-2.171,-1.834,-1.864,-1.623,1,0,0,0,0,0,0,0,0,0,10.71,-7.49,1,1,1,1,0,0,0.0674,0.0677,0.0644,0.0657,0.0663,17975,17975,17975,17975,17008,0,0,0,0,-0.71,-0.49,-0.45,-0.29,0,30,30,30,30,30,30,30,30,0,0,-0.72,-0.55,-0.47,-0.28,0.0843,-0.0789,-0.1561,0.1799,0.0073,-0.0327,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.701,-0.5,-0.465,-0.275,0,0,0,1744.5,0,-40,12.45,754,53,-41,44,-41,0,300,300,300,0,0,0,0,300,0,0,718,3110,3111,165,76,82,82,82,1406,28,0,-2.005,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,53,-41,44,-41
51.9,471.9,458.1,426,428.9,11.29,10.96,10.22,10.28,11.29,10.93,10.2,10.28,0,-2.167,-1.812,-1.858,-1.616,1,0,0,0,0,0,0,0,0,0,10.69,-7.46,1,1,1,1,0,0,0.0703,0.0704,0.0669,0.0683,0.069,17975,17975,17975,17975,17008,0,0,0,0,-0.7,-0.5,-0.45,-0.3,0,30,30,30,30,30,30,30,30,0,0,-0.72,-0.54,-0.47,-0.26,0.0705,0.0073,-0.0125,-0.0251,0.01,0.0002,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.696,-0.501,-0.448,-0.297,0,0,0,1743,0,-40,12.8,760,50,-41,43,-43,0,300,300,300,0,0,0,0,300,0,0,736,3109,3111,165,82,80,80,81,1410,29,0,-1.975,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,50,-41,43,-43
52.9,470,452.9,427.2,430.7,11.24,10.85,10.25,10.29,11.27,10.82,10.23,10.32,0,-2.14,-1.795,-1.841,-1.628,1,0,0,0,0,0,0,0,0,0,10.66,-7.4,1,1,1,1,0,0,0.0737,0.0738,0.07,0.0714,0.0722,17975,17975,17975,17975,17008,0,0,0,0,-0.68,-0.52,-0.46,-0.28,0,30,30,30,30,30,30,30,30,0,0,-0.69,-0.51,-0.45,-0.29,-0.0022,0.0015,0.2228,-0.0778,0.0361,-0.0058,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.682,-0.522,-0.446,-0.289,0,0,0,1740.5,0,-40,12.7,747,50,-44,46,-41,0,300,300,300,0,0,0,0,300,0,0,739,3075,3111,166,82,80,80,80,1409,28,0,-1.925,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,50,-44,46,-41
53.9,472.2,453.3,430.6,431.2,11.27,10.87,10.34,10.33,11.27,10.82,10.34,10.3,0,-2.144,-1.828,-1.839,-1.66,1,0,0,0,0,0,0,0,0,0,10.7,-7.47,1,1,1,1,0,0,0.0768,0.0768,0.0729,0.0743,0.0752,17975,17975,17975,17975,17008,0,0,0,0,-0.66,-0.53,-0.45,-0.3,0,30,30,30,30,30,30,30,30,0,0,-0.69,-0.55,-0.44,-0.32,-0.0782,0.0771,0.0785,0.0663,0.0359,0.0231,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.671,-0.524,-0.446,-0.3,0,0,0,1747.5,0,-40,12.75,752,48,-42,45,-41,0,300,300,300,0,0,0,0,300,0,0,730,3097,3111,165,82,80,80,80,1406,29,0,-2.022,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,48,-42,45,-41
54.9,469.4,449.5,430.6,431.2,11.21,10.73,10.31,10.34,11.23,10.74,10.31,10.32,0,-2.119,-1.804,-1.844,-1.654,1,0,0,0,0,0,0,0,0,0,10.65,-7.42,1,1,1,1,0,0,0.0799,0.0798,0.0757,0.0771,0.0781,17975,17975,17975,17975,17008,0,0,0,0,-0.65,-0.54,-0.45,-0.29,0,30,30,30,30,30,30,30,30,0,0,-0.67,-0.52,-0.45,-0.31,-0.0137,-0.0083,0.0871,0.0134,0.0196,0.0024,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.656,-0.544,-0.447,-0.293,0,0,0,1738,0,-40,12.65,747,50,-43,45,-42,0,300,300,300,0,0,0,0,300,0,0,739,3084,3111,166,82,80,80,80,1411,29,0,-1.942,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,50,-43,45,-42
55.9,468.8,450.2,433.3,432.8,11.21,10.79,10.37,10.34,11.18,10.76,10.37,10.36,0,-2.113,-1.812,-1.855,-1.639,1,0,0,0,0,0,0,0,0,0,10.68,-7.42,1,1,1,1,0,0,0.0831,0.0828,0.0786,0.08,0.0811,17975,17975,17975,17975,17008,0,0,0,0,-0.65,-0.54,-0.44,-0.31,0,30,30,30,30,30,30,30,30,0,0,-0.66,-0.53,-0.46,-0.3,-0.0777,-0.0015,-0.078,0.0006,-0.0392,0.0032,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.649,-0.534,-0.449,-0.309,0,0,0,1745.5,0,-40,12.65,748,50,-47,44,-43,0,300,300,300,0,0,0,0,300,0,0,734,3093,3111,165,82,80,80,80,1406,29,0,-1.889,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,50,-47,44,-43
56.9,467.7,446.7,433.2,434.9,11.21,10.68,10.37,10.4,11.18,10.7,10.34,10.4,0,-2.119,-1.789,-1.867,-1.641,1,0,0,0,0,0,0,0,0,0,10.66,-7.42,1,1,1,1,0,0,0.0862,0.0857,0.0815,0.0829,0.0841,17975,17975,17975,17975,17008,0,0,0,0,-0.63,-0.56,-0.46,-0.3,0,30,30,30,30,30,30,30,30,0,0,-0.67,-0.51,-0.47,-0.3,0.0077,0.0761,0.0981,0.0775,0.0648,0.008,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.63,-0.559,-0.453,-0.298,0,0,0,1738,0,-40,12.55,746,49,-44,43,-42,0,300,300,300,0,0,0,0,300,0,0,740,3082,3111,166,82,80,80,80,1409,30,0,-1.982,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,49,-44,43,-42
57.9,465.2,448.9,434.4,437,11.13,10.76,10.39,10.44,11.13,10.74,10.42,10.45,0,-2.096,-1.828,-1.851,-1.635,1,0,0,0,0,0,0,0,0,0,10.68,-7.41,1,1,1,1,0,0,0.0893,0.0887,0.0844,0.0858,0.087,17975,17975,17975,17975,17008,0,0,0,0,-0.64,-0.56,-0.45,-0.3,0,30,30,30,30,30,30,30,30,0,0,-0.65,-0.55,-0.46,-0.29,-0.0009,0.2078,-0.0785,0.0542,0.0456,-0.0003,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.643,-0.541,-0.459,-0.297,0,0,0,1744.5,0,-40,12.65,745,49,-45,43,-42,0,300,300,300,0,0,0,0,300,0,0,739,3094,3111,165,82,80,80,80,1406,30,0,-1.989,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,49,-45,43,-42
58.9,463.7,446.4,434.3,437.6,11.1,10.65,10.4,10.44,11.1,10.68,10.4,10.48,0,-2.072,-1.828,-1.847,-1.649,1,0,0,0,0,0,0,0,0,0,10.65,-7.4,1,1,1,1,0,0,0.0924,0.0917,0.0873,0.0887,0.09,17975,17975,17975,17975,17008,0,0,0,0,-0.63,-0.56,-0.46,-0.29,0,30,30,30,30,30,30,30,30,0,0,-0.62,-0.55,-0.45,-0.31,-0.0758,-0.0782,0.0009,-0.1025,-0.0639,-0.0052,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.63,-0.561,-0.457,-0.292,0,0,0,1742.5,0,-40,12.8,741,51,-44,44,-40,0,300,300,300,0,0,0,0,300,0,0,742,3102,3111,166,82,80,80,80,1409,29,0,-1.994,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,51,-44,44,-40
59.9,463,446.9,435.7,438.3,11.09,10.65,10.42,10.51,11.1,10.71,10.45,10.5,0,-2.073,-1.856,-1.869,-1.645,1,0,0,0,0,0,0,0,0,0,10.67,-7.44,1,1,1,1,0,0,0.0954,0.0947,0.0902,0.0916,0.093,17975,17975,17975,17975,17008,0,0,0,0,-0.63,-0.55,-0.46,-0.3,0,30,30,30,30,30,30,30,30,0,0,-0.62,-0.57,-0.47,-0.3,-0.0362,-0.1616,-0.0785,0.1573,-0.0297,0.0027,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.627,-0.566,-0.462,-0.285,0,0,0,1741,0,-40,12.55,736,53,-43,43,-42,0,300,300,300,0,0,0,0,300,0,0,743,3097,3111,166,82,80,80,80,1406,29,0,-1.939,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,53,-43,43,-42
60.9,463.7,444.2,436.7,438.1,11.07,10.62,10.45,10.48,11.12,10.61,10.45,10.47,0,-2.085,-1.825,-1.85,-1.651,1,0,0,0,0,0,0,0,0,0,10.65,-7.41,1,1,1,1,0,0,0.0985,0.0976,0.0931,0.0945,0.0959,17975,17975,17975,17975,17008,0,0,0,0,-0.61,-0.57,-0.46,-0.3,0,30,30,30,30,30,30,30,30,0,0,-0.64,-0.54,-0.46,-0.31,-0.0764,-0.0794,0.0166,-0.004,-0.0358,-0.0135,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.616,-0.571,-0.457,-0.296,0,0,0,1746,0,-40,12.55,741,52,-45,43,-40,0,300,300,300,0,0,0,0,300,0,0,739,3099,3111,165,82,80,80,80,1406,29,0,-1.954,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,52,-45,43,-40
61.9,462,444.7,436.7,438.5,11.04,10.64,10.48,10.48,11.1,10.61,10.45,10.48,0,-2.107,-1.917,-1.844,-1.633,1,0,0,0,0,0,0,0,0,0,10.66,-7.5,1,1,1,1,0,0,0.1016,0.1006,0.096,0.0974,0.0989,17975,17975,17975,17975,17008,0,0,0,0,-0.61,-0.57,-0.46,-0.3,0,30,30,30,30,30,30,30,30,0,0,-0.66,-0.64,-0.45,-0.29,-0.0638,-0.0357,0.0064,-0.0784,-0.0429,-0.0041,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.615,-0.568,-0.456,-0.301,0,0,0,1741.5,0,-40,12.7,742,50,-43,43,-41,0,300,300,300,0,0,0,0,300,0,0,744,3106,3111,165,81,80,80,80,1411,30,0,-2.01,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,50,-43,43,-41
62.9,463.1,442.3,440.3,439.6,11.04,10.62,10.53,10.51,11.09,10.56,10.51,10.54,0,-2.062,-1.839,-1.864,-1.648,1,0,0,0,0,0,0,0,0,0,10.68,-7.41,1,1,1,1,0,0,0.1047,0.1035,0.0989,0.1003,0.1019,17975,17975,17975,17975,17008,0,0,0,0,-0.6,-0.59,-0.45,-0.31,0,30,30,30,30,30,30,30,30,0,0,-0.61,-0.56,-0.47,-0.31,-0.1345,0.0774,-0.078,0.0009,-0.0335,-0.0011,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.608,-0.579,-0.451,-0.303,0,0,0,1744.5,0,-40,12.75,739,46,-48,42,-41,0,300,300,300,0,0,0,0,300,0,0,745,3096,3111,166,81,80,80,80,1408,30,0,-1.986,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,46,-48,42,-41
63.9,461.2,441.8,441.5,440.1,11.04,10.57,10.57,10.54,11.04,10.57,10.54,10.57,0,-2.039,-1.856,-1.862,-1.631,1,0,0,0,0,0,0,0,0,0,10.68,-7.39,1,1,1,1,0,0,0.1077,0.1065,0.1018,0.1033,0.1048,17975,17975,17975,17975,17008,0,0,0,0,-0.6,-0.59,-0.45,-0.3,0,30,30,30,30,30,30,30,30,0,0,-0.59,-0.58,-0.47,-0.29,0.0761,-0.0786,0.0768,0.0359,0.0276,-0.0002,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.598,-0.597,-0.446,-0.3,0,0,0,1747,0,-40,12.75,739,50,-46,42,-42,0,300,300,300,0,0,0,0,300,0,0,743,3104,3111,166,82,80,80,80,1405,30,0,-1.9,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,50,-46,42,-42
64.9,462.3,441.1,442.8,441.5,11.04,10.57,10.59,10.56,11.04,10.57,10.59,10.59,0,-2.007,-1.874,-1.845,-1.643,1,0,0,0,0,0,0,0,0,0,10.69,-7.34,1,1,1,1,0,0,0.1105,0.1091,0.1045,0.1059,0.1075,17975,17975,17975,17975,17008,0,0,0,0,-0.58,-0.6,-0.45,-0.3,0,30,30,30,30,30,30,30,30,0,0,-0.57,-0.55,-0.45,-0.3,0.0003,0.0222,-0.0129,0.0338,0.0108,0.0096,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.585,-0.604,-0.448,-0.305,0,0,0,1744,0,-40,12.55,743,51,-48,43,-42,0,300,300,300,0,0,0,0,300,0,0,744,3106,3111,165,81,79,80,80,1410,29,0,-1.904,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,51,-48,43,-42
65.9,461.9,440.9,441.6,442.6,11.04,10.59,10.54,10.57,11.04,10.59,10.57,10.56,0,-2.035,-1.942,-1.875,-1.617,1,0,0,0,0,0,0,0,0,0,10.69,-7.45,1,1,1,1,0,0,0.1136,0.112,0.1074,0.1088,0.1105,17975,17975,17975,17975,17008,0,0,0,0,-0.57,-0.6,-0.46,-0.31,0,30,30,30,30,30,30,30,30,0,0,-0.59,-0.63,-0.47,-0.29,0.0798,-0.0018,0.0016,-0.1501,-0.0176,0.0002,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.575,-0.599,-0.456,-0.311,0,0,0,1747.5,0,-40,12.45,737,50,-45,42,-43,0,300,300,300,0,0,0,0,300,0,0,744,3103,3111,165,81,79,80,80,1406,30,0,-1.969,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,50,-45,42,-43
66.9,459.5,440.9,441.6,442.6,10.98,10.51,10.56,10.57,10.99,10.57,10.56,10.59,0,-2.051,-1.903,-1.819,-1.637,1,0,0,0,0,0,0,0,0,0,10.66,-7.41,1,1,1,1,0,0,0.117,0.1153,0.1106,0.1121,0.1137,17975,17975,17975,17975,17008,0,0,0,0,-0.57,-0.61,-0.45,-0.3,0,30,30,30,30,30,30,30,30,0,0,-0.6,-0.62,-0.42,-0.29,-0.0785,-0.0672,-0.0016,-0.0006,-0.037,-0.0092,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.578,-0.616,-0.451,-0.295,0,0,0,1743,0,-40,12.7,738,47,-46,44,-41,0,300,300,300,0,0,0,0,300,0,0,746,3103,3111,166,81,79,80,80,1408,29,0,-1.963,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,47,-46,44,-41
67.9,460.2,440.9,443.8,445,10.99,10.56,10.62,10.65,10.99,10.54,10.59,10.62,0,-2.036,-1.901,-1.849,-1.646,1,0,0,0,0,0,0,0,0,0,10.71,-7.43,1,1,1,1,0,0,0.12,0.1182,0.1136,0.115,0.1167,17975,17975,17975,17975,17008,0,0,0,0,-0.58,-0.62,-0.46,-0.29,0,30,30,30,30,30,30,30,30,0,0,-0.59,-0.62,-0.45,-0.3,-0.078,-0.0806,0.0018,-0.07,-0.0567,0.0118,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.582,-0.619,-0.452,-0.289,0,0,0,1747.5,0,-40,12.65,734,49,-48,44,-41,0,300,300,300,0,0,0,0,300,0,0,746,3106,3111,165,82,80,80,80,1408,30,0,-1.923,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,49,-48,44,-41
68.9,456.6,441.6,444,442.9,10.93,10.57,10.65,10.59,10.95,10.57,10.65,10.59,0,-2.062,-1.902,-1.848,-1.649,1,0,0,0,0,0,0,0,0,0,10.68,-7.46,1,1,1,1,0,0,0.1231,0.1211,0.1165,0.118,0.1197,17975,17975,17975,17975,17008,0,0,0,0,-0.59,-0.61,-0.46,-0.29,0,30,30,30,30,30,30,30,30,0,0,-0.61,-0.62,-0.45,-0.31,-0.0006,-0.075,0.1568,-0.0881,-0.0017,-0.0152,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.585,-0.616,-0.44,-0.3,0,0,0,1741,0,-40,12.4,729,47,-46,45,-40,0,300,300,300,0,0,0,0,300,0,0,747,3098,3111,166,81,79,80,79,1412,29,0,-1.985,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,47,-46,45,-40
69.9,453.9,441.8,446.2,445.9,10.9,10.51,10.62,10.68,10.9,10.54,10.65,10.65,0,-2.025,-1.921,-1.82,-1.629,1,0,0,0,0,0,0,0,0,0,10.68,-7.4,1,1,1,1,0,0,0.1258,0.1238,0.1192,0.1206,0.1223,17975,17975,17975,17975,17008,0,0,0,0,-0.6,-0.62,-0.44,-0.28,0,30,30,30,30,30,30,30,30,0,0,-0.56,-0.65,-0.45,-0.27,-0.0768,-0.0768,0.014,0.0688,-0.0177,-0.0083,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.6,-0.625,-0.439,-0.277,0,0,0,1743.5,0,-40,12.6,723,50,-45,43,-41,0,300,300,300,0,0,0,0,300,0,0,748,3087,3111,165,81,79,79,79,1406,29,0,-1.92,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,50,-45,43,-41
70.9,452.7,442.1,447.5,445.9,10.85,10.57,10.75,10.68,10.79,10.55,10.7,10.67,0,-2.024,-1.871,-1.843,-1.637,1,0,0,0,0,0,0,0,0,0,10.71,-7.37,1,1,1,1,0,0,0.1291,0.127,0.1224,0.1239,0.1256,17975,17975,17975,17975,17008,0,0,0,0,-0.61,-0.62,-0.42,-0.29,0,30,30,30,30,30,30,30,30,0,0,-0.57,-0.59,-0.45,-0.29,0.1541,0,0.0414,0.0933,0.0722,-0.0011,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.605,-0.631,-0.42,-0.286,0,0,0,1743,0,-40,12.3,726,50,-48,42,-40,0,300,300,300,0,0,0,0,300,0,0,748,3092,3111,166,81,79,79,79,1406,29,0,-1.911,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,50,-48,42,-40
71.9,454.2,441.8,447.4,446.1,10.87,10.54,10.7,10.67,10.85,10.54,10.7,10.68,0,-2.04,-1.901,-1.845,-1.62,1,0,0,0,0,0,0,0,0,0,10.7,-7.4,1,1,1,1,0,0,0.1321,0.1299,0.1254,0.1269,0.1286,17975,17975,17975,17975,17008,0,0,0,0,-0.58,-0.63,-0.44,-0.29,0,30,30,30,30,30,30,30,30,0,0,-0.59,-0.62,-0.45,-0.28,-0.0697,-0.0333,0.0759,0.0062,-0.0052,-0.0125,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.59,-0.637,-0.429,-0.285,0,0,0,1742.5,0,-40,12.3,727,50,-47,42,-39,0,300,300,300,0,0,0,0,300,0,0,746,3099,3111,166,81,79,79,79,1409,29,0,-1.965,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,50,-47,42,-39
72.9,451.8,444,447.5,446.6,10.79,10.59,10.74,10.71,10.82,10.62,10.71,10.71,0,-2.064,-1.865,-1.836,-1.628,1,0,0,0,0,0,0,0,0,0,10.71,-7.39,1,1,1,1,0,0,0.1351,0.1329,0.1284,0.1298,0.1315,17975,17975,17975,17975,17008,0,0,0,0,-0.62,-0.62,-0.42,-0.28,0,30,30,30,30,30,30,30,30,0,0,-0.61,-0.58,-0.44,-0.29,0.0814,-0.0032,-0.0018,0.0783,0.0387,-0.0022,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.611,-0.629,-0.423,-0.279,0,0,0,1741.5,0,-40,12.35,720,47,-48,42,-40,0,300,300,300,0,0,0,0,300,0,0,748,3104,3111,166,81,79,79,79,1408,29,0,-1.955,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,47,-48,42,-40
73.9,452,443.2,447.6,447.1,10.82,10.57,10.73,10.7,10.82,10.6,10.76,10.71,0,-2.047,-1.896,-1.815,-1.632,1,0,0,0,0,0,0,0,0,0,10.71,-7.41,1,1,1,1,0,0,0.1378,0.1355,0.1311,0.1325,0.1342,17975,17975,17975,17975,17008,0,0,0,0,-0.6,-0.63,-0.43,-0.29,0,30,30,30,30,30,30,30,30,0,0,-0.57,-0.66,-0.41,-0.28,0.0431,-0.156,-0.0597,-0.079,-0.0629,0.0057,0,0,0,0,1,1,0,0,0,0,1,0.1,0,0,0.5,0,-0.596,-0.632,-0.425,-0.288,0,0,0,1743.5,0,-40,12.3,716,50,-46,44,-40,0,300,300,300,0,0,0,0,300,0,0,748,3106,3111,165,81,79,79,79,1407,30,0,-1.94,8,8,8,8,8,8,8,8,8,8,8,8,5128,8,8,8,8,0,50,-46,44,-40
