Time,(A) Motor Speed [RPM],(B) Motor Speed [RPM],(C) Motor Speed [RPM],(D) Motor Speed [RPM],(A) Roller Speed [kph],(B) Roller Speed [kph],(C) Roller Speed [kph],(D) Roller Speed [kph],(A) Ext Roller Spd [kph],(B) Ext Roller Spd [kph],(C) Ext Roller Spd [kph],(D) Ext Roller Spd [kph],PTO Motor Speed [RPM],(A) Force [kN],(B) Force [kN],(C) Force [kN],(D) Force [kN],PTO Torque [Nm],Gradient [%],(A) Brake ON [],(B) Brake ON [],(C) Brake ON [],(D) Brake ON [],Clamp Applied A [],Clamp Applied B [],Clamp Applied C [],Clamp Applied D [],AverageSpeed [kph],ForceTotal [kN],Dyno Enabled A [],Dyno Enabled B [],Dyno Enabled C [],Dyno Enabled D [],PTO Enabled [],AuxEnable [],Distance A [km],Distance B [km],Distance C [km],Distance D [km],Distance Avg [km],A_Drive_SW [],B_Drive_SW [],C_Drive_SW [],D_Drive_SW [],PTO_Drive_SW [],A Speed Demand [kph],B Speed Demand [kph],C Speed Demand [kph],D Speed Demand [kph],(A) Drive Demand [%],(B) Drive Demand [%],(C) Drive Demand [%],(D) Drive Demand [%],PTO Drive Demand [Nm],A Torq Motor Lim [%],A Torq Absorb Lim [%],B Torq Motor Lim [%],B Torq Absorb Lim [%],C Torq Motor Lim [%],C Torq Absorb Lim [%],D Torq Motor Lim [%],D Torq Absorb Lim [%],P Torq Motor Lim [%],P Torq Absorb Lim [%],A_Corr Force [kN],B_Corr Force [kN],C_Corr Force [kN],D_Corr Force [kN],A_Acceleration [m/s2],B_Acceleration [m/s2],C_Acceleration [m/s2],D_Acceleration [m/s2],Acceleration Avg [m/s2],FilterAvgAccel [m/s2],Total Vehicle Load [kN],Driver Commanded S [kph],Driver Command Lev [],Driver Next Level [],Roller_Sync_Engage [],Road_Load_Engaged [],Slope_Load_Engaged [],Draft_Load_Engaged [],VehicleInertia_Loa [],RollerInertia_Load [],ISU_CONTROL_Active [],ForceRampTime [s],DisplayTime [],DraftForce [kN],GradientDegree [deg],BallastEngaged [],ISUTotalDemandA [kN],ISUTotalDemandB [kN],ISUTotalDemandC [kN],ISUTotalDemandD [kN],VehicleBallast [kg],RampSafety [],CalculatedRampTime [secs],EngSpeed [RPM],EngDemandPercentTo [%],HydTemp [degC],EngFuelRate [L/h],MtrSpdFL_rpm [RPM],MtrSpdFR_rpm [RPM],MtrSpdRL_rpm [RPM],MtrSpdRR_rpm [RPM],PressA_bar10 [10Bar],PressB_bar10 [10Bar],vBatt_mV [mV],vSens_mV [mV],HMIDrv_pct2 [%],ASC_FL_SlipTqRed [%],ASC_FR_SlipTqRed [%],ASC_RL_SlipTqRed [%],ASC_RR_SlipTqRed [%],FLMtrFdbkCrnt_mA [mA],FRMtrFdbkCrnt_mA [mA],RLMtrFdbkCrnt_mA [mA],RRMtrFdbkCrnt_mA [mA],VehSpd_mmSec [mm/s],OpSpdRqst_mmSec [mm/s],PmpDisp_ccm [ccm],FLMtrDisp_ccm [ccm],FRMtrDisp_ccm [ccm],RLMtrDisp_ccm [ccm],RRMtrDisp_ccm [ccm],FwdPvFdbkCrnt_mA [mA],RvsPvFdbkCrnt_mA [mA],EngRequestedSpeed_ [],TotalCorrForce [kN],HBM A TCState [],HBM B TCState [],HBM C TCState [],HBM D TCState [],HBM P TCState [],COCA TCState [],VCU TCState [],Box A TCState [],Box B TCState [],Box C TCState [],Box D TCState [],Box P TCState [],Drv A TCState [],Drv B TCState [],Drv C TCState [],Drv D TCState [],Drv P TCState [],TC Comms Err [],A_PIDCONTROL_OUTPU [%],B_PIDCONTROL_OUTPU [%],C_PIDCONTROL_OUTPU [%],D_PIDCONTROL_OUTPU [%],
      44.8,     487.2,     485.2,     459.6,     457.7,     11.64,     11.58,     10.99,     10.96,     11.66,     11.61,     10.99,     10.98,       0.0,    -2.131,    -1.884,    -1.820,    -1.588,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.29,     -7.42,         1,         1,         1,         1,         0,         0,    1.8337,    1.8320,    1.8304,    1.8322,    1.8321,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.68,     -0.62,     -0.41,     -0.24,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.68,     -0.60,     -0.42,     -0.24,   -0.0777,   -0.0023,    0.0088,    0.0006,   -0.0176,   -0.0232,     0.000,      0.00,         0,         0,         1,         1,         0,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.682,    -0.619,    -0.414,    -0.238,     0.000,         0,     0.000,    1744.5,      0.00,     -40.0,     12.25,    775.00,     52.00,    -51.00,     41.00,    -40.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    778.00,    3256.0,    3268.0,    166.00,     76.00,     76.00,     77.00,     76.00,   1407.00,     30.00,         0,    -1.969,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    52.000,   -51.000,    41.000,   -40.000,
      45.8,     491.4,     487.8,     459.4,     458.8,     11.75,     11.69,     11.04,     10.99,     11.74,     11.66,     11.01,     11.02,       0.0,    -2.081,    -1.956,    -1.819,    -1.599,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.34,     -7.44,         1,         1,         1,         1,         0,         0,    1.8367,    1.8349,    1.8331,    1.8350,    1.8349,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.67,     -0.59,     -0.44,     -0.26,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.63,     -0.65,     -0.41,     -0.26,    0.0122,    0.0779,   -0.0770,   -0.0217,   -0.0021,    0.0253,     0.000,      0.00,         0,         0,         1,         1,         0,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.665,    -0.595,    -0.438,    -0.257,     0.000,         0,     0.000,    1748.0,      0.00,     -40.0,     12.35,    780.00,     54.00,    -46.00,     45.00,    -39.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    775.00,    3276.0,    3268.0,    165.00,     76.00,     76.00,     78.00,     77.00,   1406.00,     29.00,         0,    -1.941,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    54.000,   -46.000,    45.000,   -39.000,
      46.8,     483.9,     476.3,     450.0,     449.2,     11.58,     11.40,     10.78,     10.76,     11.59,     11.41,     10.76,     10.78,       0.0,    -1.833,    -1.631,    -1.545,    -1.333,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.11,     -6.47,         1,         1,         1,         1,         0,         0,    1.8399,    1.8381,    1.8362,    1.8380,    1.8381,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.32,     -0.29,     -0.13,      0.04,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.41,     -0.38,     -0.19,     -0.02,   -0.1700,   -0.0847,   -0.1410,   -0.1555,   -0.1378,   -0.1189,     0.000,      0.00,         0,         0,         1,         1,         1,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.324,    -0.287,    -0.132,     0.042,     0.000,         0,     0.000,    1739.5,      0.00,     -40.0,     13.05,    772.00,     42.00,    -36.00,     34.00,    -31.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    780.00,    3246.0,    3268.0,    166.00,     76.00,     76.00,     77.00,     76.00,   1410.00,     30.00,         0,    -1.151,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    42.000,   -36.000,    34.000,   -31.000,
      47.8,     487.9,     483.0,     460.5,     458.8,     11.67,     11.55,     11.04,     10.93,     11.69,     11.58,     11.04,     10.96,       0.0,    -1.806,    -1.600,    -1.503,    -1.285,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.31,     -6.18,         1,         1,         1,         1,         0,         0,    1.8431,    1.8413,    1.8392,    1.8410,    1.8412,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.33,     -0.29,     -0.12,      0.04,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.36,     -0.31,     -0.09,      0.05,    0.0770,    0.0513,    0.0822,    0.0665,    0.0693,    0.0763,     0.000,      0.00,         0,         0,         1,         1,         1,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.329,    -0.293,    -0.121,     0.037,     0.000,         0,     0.000,    1753.0,      0.00,     -40.0,     14.20,    781.00,     42.00,    -40.00,     39.00,    -34.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    776.00,    3281.0,    3268.0,    165.00,     76.00,     76.00,     78.00,     76.00,   1406.00,     30.00,         0,    -0.660,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    42.000,   -40.000,    39.000,   -34.000,
      48.8,     482.7,     479.1,     458.2,     457.0,     11.52,     11.50,     10.99,     10.90,     11.58,     11.46,     10.96,     10.93,       0.0,    -1.786,    -1.560,    -1.549,    -1.324,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.25,     -6.23,         1,         1,         1,         1,         0,         0,    1.8464,    1.8445,    1.8423,    1.8441,    1.8443,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.33,     -0.29,     -0.12,      0.04,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.35,     -0.28,     -0.14,      0.01,    0.0003,    0.1556,    0.0611,   -0.0614,    0.0389,   -0.0201,     0.000,      0.00,         0,         0,         1,         1,         1,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.334,    -0.289,    -0.119,     0.038,     0.000,         0,     0.000,    1741.0,      0.00,     -40.0,     12.65,    770.00,     42.00,    -41.00,     35.00,    -32.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    782.00,    3253.0,    3268.0,    165.00,     76.00,     76.00,     77.00,     76.00,   1408.00,     29.00,         0,    -0.779,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    42.000,   -41.000,    35.000,   -32.000,
      49.8,     489.8,     487.6,     467.9,     465.7,     11.71,     11.66,     11.18,     11.14,     11.69,     11.66,     11.16,     11.14,       0.0,    -2.027,    -1.866,    -1.795,    -1.550,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.42,     -7.15,         1,         1,         1,         1,         0,         0,    1.8496,    1.8477,    1.8453,    1.8471,    1.8474,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.64,     -0.59,     -0.44,     -0.28,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.56,     -0.57,     -0.37,     -0.18,    0.0663,    0.0763,    0.0714,   -0.0683,    0.0364,    0.1015,     0.000,      0.00,         0,         0,         1,         1,         0,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.644,    -0.595,    -0.437,    -0.281,     0.000,         0,     0.000,    1750.5,      0.00,     -40.0,     12.60,    777.00,     54.00,    -48.00,     46.00,    -45.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    772.00,    3293.0,    3268.0,    165.00,     76.00,     76.00,     78.00,     76.00,   1405.00,     30.00,         0,    -1.536,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    54.000,   -48.000,    46.000,   -45.000,
      50.8,     487.0,     483.7,     457.1,     458.6,     11.66,     11.61,     10.93,     10.96,     11.63,     11.55,     10.96,     11.00,       0.0,    -2.095,    -1.887,    -1.809,    -1.579,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.30,     -7.43,         1,         1,         1,         1,         0,         0,    1.8528,    1.8509,    1.8484,    1.8502,    1.8506,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.30,     -0.26,     -0.15,      0.02,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.64,     -0.61,     -0.43,     -0.27,   -0.0685,    0.0789,    0.0060,   -0.0579,   -0.0104,   -0.0544,     0.000,      0.00,         0,         0,         1,         1,         1,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.305,    -0.265,    -0.153,     0.017,     0.000,         0,     0.000,    1743.0,      0.00,     -40.0,     11.75,    777.00,     33.00,    -28.00,     28.00,    -25.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    782.00,    3271.0,    3268.0,    166.00,     76.00,     76.00,     77.00,     76.00,   1409.00,     30.00,         0,    -1.999,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    33.000,   -28.000,    28.000,   -25.000,
      51.8,     477.5,     476.7,     455.9,     456.7,     11.41,     11.38,     10.93,     10.92,     11.44,     11.36,     10.90,     10.92,       0.0,    -1.799,    -1.563,    -1.549,    -1.307,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.16,     -6.26,         1,         1,         1,         1,         0,         0,    1.8560,    1.8541,    1.8514,    1.8532,    1.8537,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.32,     -0.28,     -0.14,      0.04,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.36,     -0.31,     -0.15,      0.03,    0.0799,    0.0003,    0.0765,    0.0781,    0.0587,    0.0082,     0.000,      0.00,         0,         0,         1,         1,         1,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.320,    -0.280,    -0.145,     0.042,     0.000,         0,     0.000,    1739.0,      0.00,     -40.0,     14.25,    764.00,     41.00,    -37.00,     36.00,    -34.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    783.00,    3234.0,    3268.0,    166.00,     75.00,     76.00,     77.00,     76.00,   1412.00,     29.00,         0,    -0.804,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    41.000,   -37.000,    36.000,   -34.000,
      52.8,     479.6,     479.7,     463.0,     464.2,     11.47,     11.52,     11.10,     11.07,     11.47,     11.46,     11.07,     11.10,       0.0,    -1.784,    -1.599,    -1.538,    -1.305,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.30,     -6.20,         1,         1,         1,         1,         0,         0,    1.8592,    1.8573,    1.8545,    1.8563,    1.8568,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.34,     -0.27,     -0.14,      0.05,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.33,     -0.29,     -0.12,      0.03,    0.0016,    0.0847,    0.0841,    0.0236,    0.0485,    0.0268,     0.000,      0.00,         0,         0,         1,         1,         1,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.343,    -0.268,    -0.145,     0.051,     0.000,         0,     0.000,    1749.5,      0.00,     -40.0,     12.80,    763.00,     43.00,    -38.00,     38.00,    -33.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    777.00,    3262.0,    3268.0,    165.00,     76.00,     76.00,     78.00,     76.00,   1405.00,     29.00,         0,    -0.695,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    43.000,   -38.000,    38.000,   -33.000,
      53.8,     475.1,     473.7,     459.4,     462.2,     11.35,     11.35,     11.04,     11.00,     11.34,     11.30,     11.02,     11.04,       0.0,    -1.757,    -1.546,    -1.523,    -1.274,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.19,     -6.10,         1,         1,         1,         1,         0,         0,    1.8627,    1.8608,    1.8579,    1.8597,    1.8602,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.34,     -0.28,     -0.13,      0.04,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.31,     -0.26,     -0.13,      0.07,   -0.0006,    0.1089,    0.1462,   -0.1117,    0.0357,   -0.0227,     0.000,      0.00,         0,         0,         1,         1,         1,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.339,    -0.278,    -0.127,     0.041,     0.000,         0,     0.000,    1737.5,      0.00,     -40.0,     12.90,    756.00,     45.00,    -39.00,     37.00,    -33.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    782.00,    3242.0,    3268.0,    166.00,     75.00,     75.00,     77.00,     76.00,   1411.00,     29.00,         0,    -0.623,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    45.000,   -39.000,    37.000,   -33.000,
      54.8,     477.8,     476.4,     466.6,     467.1,     11.42,     11.39,     11.13,     11.18,     11.44,     11.39,     11.13,     11.16,       0.0,    -1.771,    -1.545,    -1.516,    -1.291,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.28,     -6.12,         1,         1,         1,         1,         0,         0,    1.8659,    1.8639,    1.8609,    1.8628,    1.8634,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.34,     -0.29,     -0.13,      0.06,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.32,     -0.26,     -0.12,      0.05,   -0.0355,   -0.0780,   -0.0786,    0.0697,   -0.0306,    0.0119,     0.000,      0.00,         0,         0,         1,         1,         1,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.340,    -0.292,    -0.134,     0.062,     0.000,         0,     0.000,    1748.0,      0.00,     -40.0,     13.00,    761.00,     46.00,    -41.00,     37.00,    -33.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    776.00,    3271.0,    3268.0,    165.00,     76.00,     76.00,     78.00,     76.00,   1405.00,     31.00,         0,    -0.637,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    46.000,   -41.000,    37.000,   -33.000,
      55.8,     475.8,     473.3,     464.2,     463.7,     11.38,     11.30,     11.10,     11.07,     11.41,     11.29,     11.07,     11.06,       0.0,    -1.783,    -1.574,    -1.530,    -1.294,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.23,     -6.25,         1,         1,         1,         1,         0,         0,    1.8687,    1.8668,    1.8637,    1.8655,    1.8662,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.33,     -0.29,     -0.13,      0.05,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.35,     -0.31,     -0.14,      0.03,    0.0000,    0.0003,   -0.0025,    0.0006,   -0.0004,   -0.0109,     0.000,      0.00,         0,         0,         1,         1,         1,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.333,    -0.291,    -0.130,     0.051,     0.000,         0,     0.000,    1740.0,      0.00,     -40.0,     12.75,    763.00,     44.00,    -39.00,     36.00,    -33.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    782.00,    3257.0,    3268.0,    166.00,     75.00,     75.00,     77.00,     76.00,   1407.00,     30.00,         0,    -0.778,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    44.000,   -39.000,    36.000,   -33.000,
      56.8,     477.3,     473.6,     466.7,     466.5,     11.44,     11.33,     11.19,     11.13,     11.38,     11.30,     11.18,     11.16,       0.0,    -1.752,    -1.557,    -1.512,    -1.270,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.25,     -6.14,         1,         1,         1,         1,         0,         0,    1.8719,    1.8699,    1.8668,    1.8686,    1.8693,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.33,     -0.30,     -0.12,      0.05,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.31,     -0.28,     -0.12,      0.06,   -0.1022,   -0.1118,   -0.0704,   -0.0212,   -0.0764,    0.0046,     0.000,      0.00,         0,         0,         1,         1,         1,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.331,    -0.297,    -0.123,     0.047,     0.000,         0,     0.000,    1744.5,      0.00,     -40.0,     13.15,    759.00,     47.00,    -40.00,     36.00,    -34.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    784.00,    3256.0,    3268.0,    165.00,     75.00,     75.00,     77.00,     75.00,   1406.00,     30.00,         0,    -0.636,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    47.000,   -40.000,    36.000,   -34.000,
      57.8,     478.6,     474.2,     466.6,     466.2,     11.47,     11.35,     11.15,     11.13,     11.46,     11.33,     11.18,     11.12,       0.0,    -1.804,    -1.593,    -1.566,    -1.290,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.27,     -6.25,         1,         1,         1,         1,         0,         0,    1.8754,    1.8734,    1.8702,    1.8720,    1.8728,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.31,     -0.29,     -0.14,      0.04,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.35,     -0.31,     -0.17,      0.05,    0.0897,   -0.0047,   -0.0176,   -0.0778,   -0.0026,   -0.0033,     0.000,      0.00,         0,         0,         1,         1,         1,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.313,    -0.293,    -0.137,     0.039,     0.000,         0,     0.000,    1744.5,      0.00,     -40.0,     12.70,    767.00,     44.00,    -41.00,     36.00,    -34.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    782.00,    3259.0,    3268.0,    165.00,     75.00,     75.00,     77.00,     75.00,   1408.00,     29.00,         0,    -0.753,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    44.000,   -41.000,    36.000,   -34.000,
      58.8,     474.5,     471.8,     465.5,     465.2,     11.32,     11.30,     11.15,     11.10,     11.35,     11.27,     11.16,     11.09,       0.0,    -1.775,    -1.611,    -1.560,    -1.306,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.24,     -6.23,         1,         1,         1,         1,         0,         0,    1.8782,    1.8762,    1.8730,    1.8748,    1.8756,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.33,     -0.29,     -0.13,      0.04,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.34,     -0.30,     -0.15,      0.04,    0.0085,   -0.0073,    0.0055,    0.0107,    0.0043,   -0.0102,     0.000,      0.00,         0,         0,         1,         1,         1,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.332,    -0.289,    -0.127,     0.045,     0.000,         0,     0.000,    1739.5,      0.00,     -40.0,     12.80,    759.00,     44.00,    -39.00,     35.00,    -34.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    783.00,    3249.0,    3268.0,    165.00,     75.00,     75.00,     77.00,     75.00,   1410.00,     30.00,         0,    -0.759,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    44.000,   -39.000,    35.000,   -34.000,
      59.8,     475.7,     472.2,     468.9,     468.1,     11.37,     11.33,     11.21,     11.18,     11.39,     11.30,     11.21,     11.16,       0.0,    -1.765,    -1.576,    -1.510,    -1.265,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.27,     -6.10,         1,         1,         1,         1,         0,         0,    1.8814,    1.8793,    1.8761,    1.8779,    1.8787,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.32,     -0.30,     -0.13,      0.05,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.32,     -0.26,     -0.10,      0.06,   -0.0089,    0.0783,    0.0000,    0.0614,    0.0327,    0.0237,     0.000,      0.00,         0,         0,         1,         1,         1,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.324,    -0.296,    -0.132,     0.046,     0.000,         0,     0.000,    1744.0,      0.00,     -40.0,     13.30,    762.00,     45.00,    -41.00,     37.00,    -35.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    783.00,    3260.0,    3268.0,    165.00,     75.00,     75.00,     77.00,     75.00,   1410.00,     30.00,         0,    -0.612,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    45.000,   -41.000,    37.000,   -35.000,
      60.8,     472.8,     470.6,     466.6,     467.5,     11.30,     11.27,     11.18,     11.20,     11.30,     11.24,     11.18,     11.18,       0.0,    -1.804,    -1.573,    -1.552,    -1.312,         1,       0.0,         0,         0,         0,         0,         0,         0,         0,         0,     11.24,     -6.20,         1,         1,         1,         1,         0,         0,    1.8845,    1.8825,    1.8792,    1.8810,    1.8818,     17975,     17975,     17975,     17975,     17008,      0.00,      0.00,      0.00,      0.00,     -0.34,     -0.30,     -0.12,      0.06,      0.00,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,       0.0,       0.0,     -0.34,     -0.28,     -0.15,      0.04,    0.0100,   -0.0016,   -0.1486,   -0.0160,   -0.0390,   -0.0239,     0.000,      0.00,         0,         0,         1,         1,         1,         0,      0.00,      0.00,         1,      0.10,     0.000,     0.000,     0.500,     0.000,    -0.340,    -0.301,    -0.124,     0.061,     0.000,         0,     0.000,    1739.0,      0.00,     -40.0,     12.50,    750.00,     44.00,    -41.00,     34.00,    -33.00,      0.00,    300.00,    300.00,    300.00,      0.00,      0.00,      0.00,      0.00,    300.00,      0.00,      0.00,    787.00,    3257.0,    3268.0,    166.00,     75.00,     75.00,     77.00,     75.00,   1407.00,     30.00,         0,    -0.748,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,         8,      5128,         8,         8,         8,         8,         0,    44.000,   -41.000,    34.000,   -33.000,
